track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1aT7vltGhkjyMI3F3aO3A4,Mother - Fedde Le Grand Remix,Charlie Puth,56,2Ryw2kkGP0VecGM9b4kjgo,Mother (Fedde Le Grand Remix),2019-11-01,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.641,0.869,11,-4.754,1,0.0423,0.0319,0.00131,0.403,0.358,128.091,178125
4YaU1EjXIkdRdkOI4cCZys,Signs - Eden Prince Remix,Starley,56,249wM0bMES3O4nFuwARq9i,Signs (Eden Prince Remix),2018-11-30,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.702,0.814,0,-7.51,0,0.0841,0.107,3.03e-05,0.374,0.503,121.993,172000
0Fc9QSMX6fgEBgDjUax7t7,Ruin My Life - Steve James Remix,Zara Larsson,58,6rWRg6yLGcLdG0IRaCB9LN,Ruin My Life (Remixes),2018-11-23,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,177097
7AasLZ4TYgh7dbJXZxcZVE,Torn - KREAM Remix,Ava Max,60,6gKLNSKPll9DAG5xiygMxD,Torn (KREAM Remix),2019-09-05,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.742,0.864,0,-5.06,1,0.0976,0.00141,0.00467,0.241,0.727,125.032,169935
508lUjbGcPrL0CfvHC7UvI,Happier - Matt Medved Remix,Marshmello,59,44iw4l4Syoi5HZgCQzNSKJ,Happier (Remixes Pt. 2),2018-11-30,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.816,0.833,5,-5.972,1,0.0511,0.126,9.09e-06,0.0625,0.793,122.032,170164
7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix,The Chainsmokers,63,3Yb3f9PL7aBpjuJPyiV0ot,Side Effects - Remixes,2018-07-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,172360
2tilX6FUl0IwFgiOYjuc6V,Unlove You,Armin van Buuren,62,6k63cIUizpLu0h5hhIg8LG,Unlove You,2019-10-18,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.678,0.928,3,-3.66,0,0.0597,0.0303,3.33e-05,0.143,0.663,116.892,150160
478QYNLw6dhTTx4oEkhBeq,Freaking Me Out - Keanu Silva Remix,Ava Max,55,6sOIjQyLBuivHFkEBttj5J,Freaking Me Out (Keanu Silva Remix),2019-11-01,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466
2k4c9ZAlIYHyXiJ4i20FO7,When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,56,13u5uffEUZZBoaI5kn5Zqd,When It Comes To You (Remixes),2019-10-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.789,0.893,10,-4.364,0,0.168,0.0538,0.0,0.221,0.41,121.956,144073
08rBIlTMXlF5uEHobZglxv,Million Pieces - M-22 Remix,Bastille,53,4lzn3ikjb2HPZM6U6Y1IRL,Million Pieces (M-22 Remix),2019-09-27,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951,166237
1BmdqDrBU5eohtRwHBls6C,joy. (R3HAB Remix),for KING & COUNTRY,56,2gGMD56Y8DAvIzpoYfA014,joy. (R3HAB Remix),2019-01-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.75,0.81,0,-4.607,0,0.0572,0.0917,1.59e-05,0.111,0.48,120.038,171500
1ppOGANOzMT01Cxh9jx4hN,Cool Kids,Olympis,67,1ZmJJdNN2BAnVqoiU4xtZe,Cool Kids,2019-11-01,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.735,0.5,8,-11.297,1,0.0511,0.415,3.12e-05,0.13,0.119,126.1,139048
0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,83,41S9bfzXTSGK4HU2mp5qXH,Magnets EP,2019-05-24,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,83,6NHS3hV16MZyfcp0nSHdrd,Here With Me,2019-03-08,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347
6GIRtKNXokeu25nn7U6Hu8,Easier - Seeb Remix,5 Seconds of Summer,71,1N3m1ZId0DMGaCN83haJLs,Easier (Seeb Remix),2019-07-12,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.564,0.747,5,-3.374,1,0.0584,0.0728,0.0,0.151,0.717,97.878,165767
3vQhEd4lOg4mAV6CHCgoHW,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,65,05Bru0ZVTxp4orAyrZIA77,South of the Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],2019-10-04,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.789,0.858,5,-4.388,1,0.0404,0.22,4.58e-05,0.335,0.491,110.012,173455
6nDKrPlXdpomGBgAlO7UdP,SOS,Avicii,30,7Jx7doYIXITyR2LQB0Hvbc,SOS,2019-04-10,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202
2b1BwUGGyKq0CoJd8G1B6M,Harder,Jax Jones,62,1fYOToOfdZXY5hrOra8z2Z,Snacks,2019-07-12,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.906,0.832,5,-3.004,0,0.0718,0.0909,0.0,0.152,0.751,104.03,159753
1lGVyEkGHUz7Pg78QGaS4a,Wanted,NOTD,70,5sPC6RYCERdNCzHLRf9zHb,Wanted,2019-09-27,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.693,0.674,5,-4.449,1,0.0723,0.185,0.0,0.0639,0.378,95.972,160998
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,85,0syM7OUAhV7S6XmOa4nLUZ,Ivy To Roses (Mixtape),2019-01-18,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480
7FCZhkhzEUVNUAlGauNKIe,Lovers + Strangers,Starley,58,25sQqb9Bw2zbBLXQGJwFRG,Lovers + Strangers,2019-10-11,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.653,0.69,1,-5.003,1,0.0756,0.109,0.0,0.136,0.652,110.214,178501
2JoIjuzRplpYGvvLpSW2on,Sad Song (feat. TINI),Alesso,72,0D26ZmfHtg7309j2TEKxnR,Sad Song (feat. TINI),2019-06-14,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.734,0.693,0,-6.474,1,0.0361,0.0878,0.0,0.341,0.55,110.021,154024
1nufXiTCTTAeJfO9hLHvO8,Save Me Tonight,ARTY,63,0wQCkA93jbaOowF6bHsDfz,Save Me Tonight,2019-01-25,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.55,0.899,5,-3.284,0,0.0458,0.0113,9.65e-05,0.137,0.408,125.85,170079
4AkCyd9Nlbt8JprQq9V6o2,All Comes Back To You,R3HAB,72,5sF8cTLQirqDYQWJwzxq87,All Comes Back To You,2019-10-25,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.726,0.763,4,-6.872,1,0.0882,0.524,2.64e-06,0.0943,0.516,128.02,160312
6BwClo5W3VvTzJv8bvZXDD,Something Real,Armin van Buuren,65,42Q6dojwO2PInszaHUFjly,Something Real,2019-07-12,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.575,0.808,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.232,127.922,179531
108r6pnZHStBIktpyyps9w,TIME,Alesso,64,3d0kltye1eEt6vbHZJSJVE,ALESSO MIXTAPE - PROGRESSO VOLUME 1,2019-03-08,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.768,0.808,5,-1.818,1,0.112,0.00627,5.33e-06,0.343,0.664,119.971,166000
0gIZLyF3MWQVcspzrLWYod,Simple (STVW Remix),FANNYPACK,39,3FGJOM0PZMpQUZ3CkUSDld,Simple (STVW Remix),2019-04-12,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.434,0.917,9,-3.613,0,0.0633,0.301,1.8e-05,0.289,0.622,121.967,147554
54z0kLF0skj0Hdb9wCqPJt,Spicy (with Diplo & Charli XCX),Herve Pagez,60,7J5VpxOH7WctwtGuFYydUz,Spicy (with Diplo & Charli XCX),2019-05-30,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.837,0.818,8,-4.474,0,0.0533,0.0527,0.00642,0.11,0.484,109.993,157159
0Npijoc6ZcUe1devUugKvI,Dive,Hot Shade,68,2DUrw9sLe99AbZ8cRbsXk8,Dive,2019-12-20,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.654,0.787,4,-4.999,1,0.0502,0.00515,0.0,0.144,0.409,123.978,164490
5gwLIRjGFf3hXuHoKEsWLg,No Goodbye,Paul Kalkbrenner,65,1ix4O6SU7i8W2H6RYb3O8R,No Goodbye,2019-07-26,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,168547
3d4lc8esnUl7Bx9J9d9oty,Work,MOTi,58,7G0zAdOGlZALLj0yIu1b7j,Work,2019-01-25,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.704,0.929,0,-4.447,1,0.0395,0.0395,0.0249,0.181,0.633,126.055,155238
2I4jAMEOEUQD5V1byYCqNS,Butterfly,Molella,43,34WpdPTXdf5kPoDShF9Nsv,Butterfly,2019-06-21,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.627,0.662,7,-7.104,0,0.0349,0.0922,0.000166,0.143,0.596,124.039,159194
59QmL8ygKtVfMHmPx3GaBX,All The Love You Got,MOTi,57,7iCEc635CaDogFMA6NPmUc,All The Love You Got,2019-12-20,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007,165714
7CHi4DtfK4heMlQaudCuHK,Lose Control,MEDUZA,91,1qSOaTvsCOyFJya3v1UzkP,Lose Control,2019-10-11,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387
5ijpy4l0nKZPIKHui6SQfE,Look Into My Eyes,Brando,48,7DnfkpW8qZvwrd5juFewce,Look Into My Eyes,2020-01-10,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.791,0.541,1,-7.14,1,0.054,0.123,4.74e-05,0.121,0.433,115.987,154654
6j8eH9frh703HaGBaSRS6u,Not in Control,Glaceo,53,5oePvMoJsFArZDomjsTzlk,Not in Control,2019-12-20,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.904,0.633,0,-5.545,1,0.0958,0.203,0.000266,0.163,0.492,121.995,179016
79Vz5MNH7Qe4F7hPKT8tPz,BLUE,Tiësto,75,1WjspDqwIlXKkI7QWGifZ2,BLUE,2019-12-13,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29e-06,0.212,0.904,118.034,167859
65mOk4n0tfrMysFXu12ufx,Don't Waste My Time,Kharfi,46,4n7kOauHRMuQ97McSDr0zm,Don't Waste My Time,2019-11-08,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.772,0.687,9,-6.348,0,0.211,0.0528,0.0,0.834,0.59,118.116,154286
29ikXeGM6kScvhvqfvgiwO,Drunken Truth,Steve Void,56,2BWk9BoPaXaMi93wZsSoXk,The Seed EP,2019-12-20,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,158091
3BOcWxFUURAomDXRSDFve4,Something Real,Armin van Buuren,58,5cqwXF2j9LkvFInBFlnQd3,Balance,2019-10-25,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.575,0.808,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.232,127.922,179531
62XCV3AmCMkPa9X5mCim8O,All ‘Bout The Money,FAULHABER,51,3droSng2pOwou8B3UlZVHW,All ‘Bout The Money,2019-10-18,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.721,0.779,6,-4.239,0,0.0606,0.142,0.0,0.143,0.327,110.026,169964
5llPdGZJjJFJv9aL6ZaiLY,Never Letting Go,Audien,63,7wufuX5VOkpdsAMxXIekGT,Never Letting Go,2018-11-09,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.534,0.765,1,-3.151,1,0.0338,0.0915,0.00107,0.225,0.117,127.978,172520
2W9pBY75aWOV39S73mqqbn,Giulia,Prince Paris,55,7DgJKMKFWmgXxaLBeQQPq6,Giulia,2019-11-29,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.682,0.923,0,-3.273,1,0.0364,0.00395,3e-05,0.242,0.37,130.052,153231
1JxQmgCEipmHCUiJS568pE,What Do I Do? - Benny Benassi Remix,Georgia Ku,39,1D0ELNaChtO3Dv3eI5Ces1,What Do I Do? (Benny Benassi Remix),2019-10-18,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.66,0.827,10,-5.081,1,0.0789,0.429,0.0,0.0923,0.611,115.349,167249
3ZRgqoTb7pVO11IxcKGtMo,La Vie - Gabry Ponte Mix,DJ Ross,42,39OTG6vCVZ01IHgUH9QgTR,La Vie (Gabry Ponte Mix),2019-11-15,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.591,0.88,4,-5.153,0,0.223,0.0804,0.0,0.326,0.482,127.013,177638
0DhkTGjEaIHaSxTfC14BFm,Lullaby,R3HAB,70,2Y5NgR5CQJeqAz5iYN5agm,Lullaby,2018-01-26,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184
4P7F3kb2Ze1YleD6lUYwJo,Acordeão,Tiësto,63,3s0VDNOSXqUsCg1IPIvD6B,Acordeão,2019-08-08,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204
3qeJ84Y6PRS9LtliOuT94Z,My Friend,Yves V,54,4pW42SzwGvQ2VjFOnNXXX3,My Friend,2019-05-31,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.471,0.911,2,-4.372,0,0.0594,0.0316,0.00648,0.571,0.197,126.112,170000
7sYAS4CpbV90oSemgaEQat,On & On,Alok,79,2a9AGivapFES2j2ElI3odn,On & On,2019-11-22,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,147027
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB,80,0Y59j5oCvwTM2aNyPb6YpJ,All Around The World (La La La),2019-04-05,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
52EB2Gk1nkxZmbomJOXUde,Are You Lonely (feat. ISÁK),Steve Aoki,47,7kfaArlpn1f192XMoWQs5U,Are You Lonely (feat. ISÁK),2019-02-22,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,157333
7N06jo3EnV792VFaG8vuW6,Close Your Eyes,Felix Jaehn,79,0PhTTyRWpJVlg4F5RC0xmE,Close Your Eyes,2019-11-22,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,160794
3GT2CBmJWIEdCpHiB31WYK,Never Be Alone (feat. Aloe Blacc),David Guetta,68,2bSuTiPTy8EhtwWbbmiPdK,Never Be Alone (feat. Aloe Blacc),2019-07-26,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
7fPuWrlpwDcHm5aHCH5D9t,Roses - Imanbek Remix,SAINt JHN,72,1p5rgTwzlrhJnSdi93zpbd,Roses (Imanbek Remix),2019-09-13,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,176219
1rRWFc2p77FYyb67m5YeVO,Insane,Ofenbach,66,6xZas36HIne9hYQsXfySUi,Insane,2019-11-15,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.809,0.758,4,-5.658,0,0.101,0.409,0.000544,0.166,0.71,125.022,142230
2wOVXsIRIoniqipE9I5ZVx,Only Want You - Sam Feldt Remix,Rita Ora,64,7c9f6egxXKmO7tb0Hrhgrt,Only Want You (Sam Feldt Remix),2019-04-05,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,179151
46W9iEjOg5nkMvb6lo4Jwz,Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,3c75BN83lBpZC0sPBiSycu,Don’t Give Up On Me Now (with Julie Bergan),2019-05-10,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.687,0.706,4,-5.357,1,0.0459,0.091,0.0,0.124,0.27,115.268,127826
4fK2NU9UyQJV74ZGiSVYsr,Carry On - Nicky Romero Remix,Kygo,67,14BprFzfLNat9osGVdFmXM,Carry On (Nicky Romero Remix),2019-05-30,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.447,0.684,9,-4.721,0,0.09,0.175,0.0,0.478,0.437,125.655,175312
0jlpHhGUFn4aAWLsRRnwep,Magnets (feat. Sophie Simmons),Sam Feldt,62,6IUzDCyxwQG7OpLtR7b1Kq,Magnets (feat. Sophie Simmons),2019-05-10,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.731,0.802,5,-4.763,1,0.0623,0.022,0.0,0.059,0.434,121.991,179016
7EHCt2jdVwHp557sfMPosf,Found Love (feat. Lovespeake),MOTi,59,2iDiLocF5KAJfxDz7p5c68,Found Love (feat. Lovespeake),2019-02-15,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,157024
06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,56,0N3tXBqOxFYcmrYRe8HDvr,Talk (Alle Farben Remix),2019-04-04,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,167990
1YSwQvw1NrEPfA0j1iY8eV,All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,2FdyKqNeEX2H7gUhtlmJDC,All The Lies (Remixes),2019-07-19,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.707,0.806,6,-4.777,1,0.175,0.00908,0.0,0.366,0.634,119.972,163000
52Y5nYBQgqawttJxxtUv1e,Insomnia - King Arthur Remix,Daya,63,50HIbfbrQemacUUAD9UfNX,Insomnia (King Arthur Remix),2019-05-17,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,176098
6dX62wjTHi9F1srVTjV89X,8 Letters - R3HAB Remix,Why Don't We,2,1Wb0Ne9QaY136uNR6x0ObE,8 Letters (R3HAB Remix),2018-09-28,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.638,0.708,1,-5.001,0,0.0421,0.24,0.0,0.311,0.582,103.16,132233
3Mong1BzxMKwTZ0SbfLdcQ,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,4CdWEwelJIofGEEjSc62N9,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],2019-03-08,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,156168
4Nu8sEejt46770gDUvFcrF,Tequila - Robin Schulz Remix,Dan + Shay,54,3VzF9guTGtfqq9SAyjnHrn,Tequila (Robin Schulz Remix),2019-03-21,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.448,0.836,11,-6.495,1,0.0809,0.229,0.0,0.427,0.482,122.899,170103
4IAd7Vdwcc1E86P15tXjca,Only When It Rains,Frank Walker,52,1cCNxRCbzZyZPfWdNfXiHd,Only When It Rains,2019-03-29,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.792,0.724,11,-5.108,0,0.0362,0.219,0.0,0.0911,0.429,109.984,169000
6fvbl9D9VjMtLRQsuWPyYt,Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,6TjDh702PCfRZjJreFlgkz,Rescue Me (with BUNT.) [BUNT. Remix],2019-08-02,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.673,0.885,11,-3.574,0,0.0569,0.143,0.0,0.184,0.704,121.082,174545
36orMWv2PgvnzXsd5CJ0yL,Post Malone (feat. RANI),Sam Feldt,75,45nsubB5EsRVWWqx0ED1ET,Post Malone (feat. RANI) [Joe Stone Remix],2019-08-16,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444
