track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
6wMTeVootJ8RdCLNOZy5Km,Open Eye Signal,Jon Hopkins,53,1rxWlYQcH945S3jpIMYR35,Immunity,2013-06-03,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.798,0.715,0,-7.103,1,0.215,0.191,0.773,0.112,0.199,122.47,468587
56dIfld2EW00CPbB3zA6GE,Kaputt,Destroyer,49,4WtvNVR7QeHUZGtHth9zND,Kaputt,2011-01-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.647,0.721,4,-8.918,1,0.0341,0.0755,0.121,0.169,0.546,109.967,377973
2os0aK782bakCPmjow0SU0,Drunk Drivers/Killer Whales,Car Seat Headrest,60,26DseQO366JfXwIP7dIgQj,Teens of Denial,2016-05-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.534,0.414,2,-7.952,1,0.0403,0.218,2.11e-06,0.103,0.458,117.079,374653
2qKTOaX1ZeMWn3aKhpxkz5,Round And Round,Ariel Pink,57,1dO7qBlkQXYENJaHfK7h56,Before Today,2010-06-07,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.665,0.59,1,-6.831,0,0.0257,0.358,0.628,0.564,0.577,110.069,308680
2JiVVU7qv1YeD1yabpIyoX,Riding For The Feeling,Bill Callahan,48,4RBHgVw8kR6IpXVnZhZrh0,Apocalypse,2011-04-19,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.442,0.214,0,-15.002,1,0.0467,0.903,0.0122,0.252,0.277,100.604,365747
7IzJ7EGpIpq2vW3ylVTtMh,Not,Big Thief,62,7pg8T6pajjHVZbiyB8bGxo,Two Hands,2019-10-11,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.422,0.788,11,-6.57,1,0.0556,0.101,0.00282,0.16,0.544,140.423,367093
4QHKR48C18rwlpSYW6rH7p,Mi Mujer,Nicolas Jaar,59,1b6TEbqt3BVA43BtMnL7Yk,Time for Us,2010-01-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.816,0.635,10,-8.354,0,0.0517,0.105,0.846,0.105,0.307,124.005,411125
3oyf4dalm17kzTE8LJDbgR,Lo Que Siento,Cuco,76,04rhYQT6GJgWQQuRE6FfEW,Lo Que Siento,2017-05-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.326,0.685,10,-5.576,1,0.179,0.503,0.0,0.427,0.409,86.882,312000
2cGxRwrMyEAp8dEbuZaVv6,Instant Crush,Daft Punk,75,4m2880jivSbbyEGAKfITCa,Random Access Memories,2013-05-17,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560
4rHZZAmHpZrA3iH5zx8frV,Mirrors,Justin Timberlake,77,0O82niJ0NpcptYRxogeEZu,The 20/20 Experience (Deluxe Version),2013-03-15,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147
2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA,93,1PTTAq0OxggVgqP5WTYWDh,China,2019-07-19,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714
4R8BJggjosTswLxtkw8V7P,No Me Conoce - Remix,Jhay Cortez,86,1V9QpD8kjA2iHCElhFGvlo,Famouz,2019-05-24,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120
5VkHTogGhpdkLv0bOtlVjt,Voice of Chunk,The Lounge Lizards,35,6NjOkiaNpDXEjXvBoN4JOj,Voice Of Chunk,1988,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.431,0.597,9,-12.934,0,0.194,0.353,0.42,0.153,0.617,136.241,325733
3NtDqzqX4xF5ZCf5Bvr7NP,Always Attract,You Me At Six,0,4uC7zTuKQvssFjKEmLB8x3,Take Off Your Colours,2008,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.357,0.357,7,-7.597,1,0.0285,0.22,0.0,0.196,0.226,146.968,366027
6YhnPGViiGL970zCcpg3gh,The Rumour,You Me At Six,0,4uC7zTuKQvssFjKEmLB8x3,Take Off Your Colours,2008,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.375,0.765,10,-4.711,0,0.102,0.0018,0.000264,0.0873,0.166,131.968,316360
6HYjvr40KaQCZXdDv5vhrs,Dealer,Troy Murray,2,5JfsAfnEmnDI4tZP6vL7vl,Let Me Explain,2017-06-30,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.713,0.649,9,-10.353,0,0.0586,0.113,0.0453,0.175,0.32,101.034,305653
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,87,41GuZcammIkupMPKH2OJ6I,ASTROWORLD,2018-08-03,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820
64yrDBpcdwEdNY9loyEGbX,21 Guns,Green Day,75,1AHZd3C3S8m8fFrhFxyk79,21st Century Breakdown,2009-05-15,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,321093
3kZoay4ANo86ehb6s4RwS9,Ridin',Chamillionaire,69,31dzB4ULKZfOH71tuaBiR8,The Sound of Revenge,2005-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.788,0.798,8,-4.68,0,0.0997,0.189,0.0,0.3,0.836,143.051,303053
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,74,7MejfRSNnrpcLZIxkeZDqR,Leftoverture,1976,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.483,0.786,7,-5.735,1,0.0319,0.00316,8.86e-05,0.446,0.793,126.748,323000
43eBgYRTmu5BJnCJDBU5Hb,Rio - 2009 Remaster,Duran Duran,61,02tfQwJSOLP77oCd9U8bqm,Rio (Collector's Edition),1982-05-10,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.544,0.873,9,-7.425,1,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902,337333
7azo4rpSUh8nXgtonC6Pkq,Thriller,Michael Jackson,68,2X8UOIkZQdcz2Hi5Ynt2uk,Scream,2017-09-27,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.764,0.887,11,-3.725,1,0.0738,0.0816,0.000108,0.847,0.721,118.421,358053
4ECNtOnqzxutZkXP4TE3n3,Separate Ways (Worlds Apart),Journey,67,2EFUNYmwxe0AOGxBORrfaw,Frontiers,1983-02-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,323707
3FCto7hnn1shUyZL42YgfO,Piano Man,Billy Joel,70,7r36rel1M4gyBavfcJP6Yz,The Essential Billy Joel,2001-10-02,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.334,0.472,0,-8.792,1,0.0277,0.6,3.77e-06,0.317,0.431,179.167,336093
5Q41NLTmGbVPozwHKK7bk2,Paradise City,Guns N' Roses,16,5JKFiC2WVi9HtvJEm8CUB8,Appetite For Destruction,1987-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307
2Oaq2Q6JFS1xIXGL9TVryY,Watskeburt?!,De Jeugd Van Tegenwoordig,55,29Fo0IBU1ZuyZD5ozPkjAs,Parels Voor De Zwijnen,2008-01-01,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.946,0.491,1,-7.931,1,0.231,0.00521,0.0,0.226,0.586,130.029,375973
1WGUqMaTj8MN7QYZErtsVv,Rhyme Or Reason,Eminem,0,22bdIdviOSWmmYEhQxZ7jw,The Marshall Mathers LP2,2013-11-05,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.854,0.832,9,-3.836,1,0.247,0.146,0.0,0.0513,0.643,116.957,301721
6euozmIGRL6aVin2ksJEJ2,get well soon,Ariana Grande,36,5KOu62BJwwCJTfyyAaEbZk,Sweetener,2018-08-17,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.604,0.45,9,-6.564,0,0.0354,0.651,0.0,0.0934,0.531,100.347,322027
4rHZZAmHpZrA3iH5zx8frV,Mirrors,Justin Timberlake,77,0O82niJ0NpcptYRxogeEZu,The 20/20 Experience (Deluxe Version),2013-03-15,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147
5yM5T514epudM57zi4jlL0,Synchro,The Able Bodies,12,2pxkCBCXYGYMoQ7bUOnri6,Synchro,2020-01-07,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.71,0.719,0,-7.336,0,0.0374,0.266,1.51e-06,0.108,0.626,115.964,304138
2vyACbL11HoiWTcA6Ri7wU,In the End (Lost Tapes),Röyksopp,45,13kkNOtZzxG9zDq4IMUdjd,In the End (Lost Tapes),2019-04-03,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.357,0.544,7,-10.399,1,0.0371,0.0159,0.784,0.0639,0.146,114.957,376721
4e1PkxNMtK2BXBJBgzsNTl,Crazy Eights,Futurist,24,0an9lp4xk0aJ0T7VYqzTSa,Omens,2019-09-27,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.464,0.586,11,-8.453,0,0.0291,0.178,0.00785,0.14,0.237,89.875,358720
068LmtzI6xJJDPfPnMje0U,Let It Happen,Tame Impala,12,0rxKf57PZvWEoU8v3m5W2q,Currents,2015-07-17,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.602,0.874,1,-5.906,0,0.0428,0.00476,0.0192,0.108,0.612,125.017,467585
23OXdR7YuUBVWh5hSnYJau,Chlorine,Twenty One Pilots,79,621cXqrTSSJi1WqDMSLmbL,Trench,2018-10-05,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,324467
2cGxRwrMyEAp8dEbuZaVv6,Instant Crush,Daft Punk,75,4m2880jivSbbyEGAKfITCa,Random Access Memories,2013-05-17,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560
0DiWol3AO6WpXZgp0goxAV,One More Time,Daft Punk,74,2noRn2Aes5aoNVsU6iWThc,Discovery,2001-03-07,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,320357
1kiEueR1jHSW2dD4LSD6X0,Smash the Funk,GRiZ,45,1ZECAGsOPwGB3nwZC8Pqnl,Mad Liberation,2013,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.579,0.886,6,-2.564,1,0.0479,0.00178,0.655,0.19,0.399,102.993,410204
0mG5rhH4TE9Gkb1BHqahJR,Cámara Lenta,Javiera Mena,0,0xwdGnc7p7WOlIeQLU5mIw,Esquemas Juveniles,2006-10-05,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.502,0.536,11,-10.136,1,0.0258,0.504,0.259,0.148,0.458,86.591,326707
09Y1WTdCYfvdJegsPte1A2,Los Olores de Tu Alma,Javiera Mena,0,3BEtvyK449N9l2NiXsjSmq,Otra Era,2014-10-28,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.658,0.901,5,-4.899,1,0.0316,0.00563,0.00565,0.138,0.393,127.011,300582
5mwDZftg2j8k0fKZGbZjVc,Está en Tus Manos,Javiera Mena,0,0xwdGnc7p7WOlIeQLU5mIw,Esquemas Juveniles,2006-10-05,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.385,0.203,4,-12.111,0,0.0358,0.94,0.022,0.071,0.0698,147.179,377747
3HW030T8eqPs8wpsgZqCGM,Q.U.E.E.N.,Janelle Monáe,54,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.843,0.433,0,-8.139,1,0.0676,0.0114,8.19e-06,0.123,0.161,106.028,310480
4WehxcnPTxouLdfQhqANb3,Many Moons - EP Version,Janelle Monáe,38,3T3bJi3cvwR5U7ihwgEwF1,Metropolis: The Chase Suite (Special Edition),2008-08-12,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.612,0.821,1,-5.63,0,0.118,0.0295,0.00114,0.208,0.585,155.893,327520
69vzkewKl2LPquyEiqD8BB,Electric Lady,Janelle Monáe,48,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.621,0.722,7,-7.002,1,0.0542,0.0173,3.74e-05,0.0808,0.451,94.985,308893
06I6iDFVtZDGcRu9BgHraA,"Sincerely, Jane - EP Version",Janelle Monáe,36,3T3bJi3cvwR5U7ihwgEwF1,Metropolis: The Chase Suite (Special Edition),2008-08-12,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.753,0.647,6,-7.606,0,0.0867,0.207,0.0006489999999999,0.15,0.274,119.994,331040
5cM2ZqITAAPPfTfs3s5Ngp,Be Still,Big Boi,27,1dkvQiAwd1ONpvxAHzLPKl,Sir Lucious Left Foot...The Son Of Chico Dusty (Deluxe),2010-01-01,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.656,0.636,0,-5.617,1,0.16,0.462,0.0,0.52,0.692,119.709,310253
4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,The 1975,73,12zl1WmHPFCSyKYbL4vBZn,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,347526
2LD2gT7gwAurzdQDQtILds,Veridis Quo,Daft Punk,62,2noRn2Aes5aoNVsU6iWThc,Discovery,2001-03-07,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.604,0.687,9,-13.928,0,0.045,0.479,0.95,0.104,0.119,106.896,345187
1pKYYY0dkg23sQQXi0Q5zN,Around the World,Daft Punk,70,5uRdvUR7xCnHmUW8n64n9y,Homework,1997-01-16,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,429533
5CMjjywI0eZMixPeqNd75R,Lose Yourself to Dance,Daft Punk,71,4m2880jivSbbyEGAKfITCa,Random Access Memories,2013-05-17,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893
69kOkLUCkxIZYexIgSG8rq,Get Lucky,Daft Punk,73,4m2880jivSbbyEGAKfITCa,Random Access Memories,2013-05-17,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.82e-06,0.072,0.863,116.049,369627
2VEZx7NWsZ1D0eJ4uv5Fym,Digital Love,Daft Punk,64,2noRn2Aes5aoNVsU6iWThc,Discovery,2001-03-07,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.644,0.664,9,-8.398,1,0.0333,0.0481,0.862,0.342,0.53,124.726,301373
6vYK729O29XnvQqPWyLPfe,It's a Sin - 2001 Remaster,Pet Shop Boys,38,1rpYTarp7Bam68zdhw7EXG,Actually: Further Listening 1987-1988,1987-09-07,Electropop 80/90s,3FBD3d5zl74LaoBMVC4IXq,pop,electropop,0.538,0.864,0,-5.928,0,0.0451,0.243,0.00054,0.239,0.293,127.127,300293
5Klo65Y9uouLjNVDV3pqh7,Go West - 2003 Remaster,Pet Shop Boys,63,5IVJbSDDWbGjKbBczyifFl,PopArt - The Hits,2003,Electropop 80/90s,3FBD3d5zl74LaoBMVC4IXq,pop,electropop,0.535,0.951,7,-5.859,1,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,304080
0rRjGruFonCGOt0S5zAJNQ,The Other Side Of Paradise,Glass Animals,68,6qb9MDR0lfsN9a2pw77uJy,How To Be A Human Being,2016-08-26,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,320654
43DnalVz4tL1pR1GWCpfCj,Delorean Dynamite,Todd Terje,48,4pefQ21iSk8hdnxw3WSB5Y,It's Album Time,2014-04-07,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.634,0.858,1,-11.661,1,0.0417,0.0125,0.84,0.0984,0.237,123.991,405933
2upFJKo7EvWdMx5732mhuc,5 8 6 - Live,New Order,19,3mZDjow2ZIxfWewSXum1d8,NOMC15 (Live),2017-12-01,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.604,0.823,5,-12.088,0,0.034,0.00119,0.351,0.988,0.54,130.518,321773
